actorId,actorName,actorGender
1385124,Claudio De Davide,F
1217721,Alex Schoenauer,F
7556,Silvana Bosi,F
1139288,Vesna Mašić,F
584538,Pan Qingfu,F
1191058,Peter Lai Bei-Dak,F
125011,Saburo Date,M
230841,Péter Gellért,F
96701,John Eldredge,M
1358229,Cheung Wing-Cheung,F
1081829,Jérôme Tiberghien,F
115127,Elan Moss-Bachrach,M
57451,Leslie Bibb,F
23179,Andreas Giebel,F
131632,Massimo Popolizio,M
58942,Will Beinbrink,M
1364346,Slate Holmgren,M
1125648,Peter Eberst,F
113284,Shirley Booth,F
1826583,Gina Salemi,F
1236010,Kenneth Meseroll,M
1367617,Cory Michael Smith,F
1185,Anette Støvelbæk,F
1480855,Jung-Yul Kim,F
1469191,Jenayden Adriaan,F
238489,Igor Starygin,F
44615,Raven De La Croix,F
127907,Elena Satine,F
42108,Deborah Loomis,F
1433900,Stephanie Page,F
558925,Tucker Albrizzi,M
1432104,Alejandro Naranjo,M
1229241,Richard Cubison,F
1375376,Robert Rietty,M
1360727,Paul Molder,F
119898,Astrid Allwyn,F
147297,Cezanne Q. Cuypers,F
176544,Suzanne Lloyd,F
112111,Castrinho,F
1010189,Adan Canto,M
46133,Petter Nome,F
262075,Julie Jézéquel,F
557524,Herb Tanney,M
1094960,Jo Gilbert,F
1700206,Maciej Zaleski,F
10042,Sérgio Machado,F
65334,Michael Des Barres,M
1758648,Tomasino Baratta,F
69127,Michael Irvin,M
24369,Per-Axel Arosenius,F
116961,Jean Guérin,F
99312,Viktor Rakov,F
141999,Otto Jespersen,M
1765751,Robert Goon,F
202760,Andrew Brooke,F
1599234,Dharmakirti Sumant,F
1784215,Bedri Çavusoglu,F
1502471,Ellis Fuller,F
5496,Mehmet Kurtulus,M
1168024,Trista Robinson,F
4344,Reinhold Schünzel,F
34595,Micheline Presle,F
101755,Cliff Emmich,M
1068453,Gregor von Rezzori,F
107827,Hans van Tongeren,M
984870,Aldrich Bowker,M
1043878,Irina Khokhlova,F
1190680,Mark Prudkin,F
13241,Estella Warren,F
1438153,Sadie Gordon,F
1234237,Mikaila Baumel,F
1335112,Lucas Leguizamo,M
89064,Ralph Truman,M
115068,John McLaren,M
564824,Elena Bellocchio,F
111639,Tasuku Emoto,F
1134217,Johnny Dodd,F
1276532,Anders Nordahl,F
39759,Alexander Singer,M
97182,Betty Hutton,F
1311716,Jan Hájek,F
116749,Norm Grabowski,M
1567480,Diego Cremonesi,F
56251,Kevin Heffernan,M
1686658,Dain Victorianio,F
28558,Attila Borlan,M
50880,Robert Beltran,M
1422283,Carl Voss,F
1216369,Noel Dyson,F
1308852,Arnar Geir Ómarsson,F
1441073,Simone Lykke,F
1494727,Matt Carmeci,F
90045,Jonathan Lund,F
1573485,Natalie James,F
1246552,Avantika Shetty,F
1610448,Hewitt Bush,F
1800227,Joan Murphy,F
1138143,Khalid Kelly,F
1050363,Olga Sumskaya,F
1191678,Viktor Pavlov,M
132120,Maya Banno,F
1431960,Desislava Oronova,F
1378212,Joe Farago,F
1138762,Joe Chu Kai-Sang,F
1421637,Walter Fauntleroy,F
1240193,Jimmy Snyder,M
1380437,David Jaynes,F
234986,Cameron Spurr,M
37093,Langley Kirkwood,M
1180383,Jacques Peyrac,F
147771,Heikki Kinnunen,M
1758937,Bha Diop,F
10881,Toby Stephens,M
1412946,Mick Dillon,F
146414,Ron Causey ,F
20914,Kent Broadhurst,M
1886304,Pamela DeAbreu,F
129649,Massimo De Lorenzo,F
1622590,Bruna Marquezine,F
54498,Brenden Richard Jefferson,M
995626,János Greifenstein,F
1622597,Kenta William Tomeoki,M
92651,Louise Griffiths,F
484514,Tomohiro Waki,F
14420,Jim Farley,M
95686,Dylan Sprouse,M
1390712,Tamás Balikó,F
127102,Éva Szerencsi,F
1205472,Darla Rae,F
1620341,Arnaud Carbonnier,M
1092033,Hana Brejchová,F
1088611,Brionne Davis,F
1765265,Carol Jean Owens,F
19164,Julien Rochefort,M
1501993,H.W. Gim,F
79321,Christopher Martin,M
21398,Maxine Bahns,F
66678,Carson Aune,F
125970,Sotigui Kouyaté,M
1122029,Elizabeth Lloyd Shaw,F
165156,Vicky Albright,F
2759,Lola Dueñas,F
1423426,Steven Warner,F
5757,Svea Lohde,F
88938,Ludmilla Tchérina,F
1758086,Jose Ordonez Fernandes De Souza,F
112560,Quinton Aaron,M
46422,Ana Obregón,F
1630268,John Scheller,F
222317,Kristiina Halkola,F
77309,Daniel Cohen,F
1455961,Michelle Calvó,F
1614310,Aleksandr Zhdanov,F
27098,Gary Goetzman,M
179566,Adam Carl,M
78751,Ashutosh Gowariker,M
1365284,Lilja Lehto,F
1395347,Michael Che,F
1072141,Stephanie Greco,F
3062,Daniel Wyllie,M
1125721,Adelaide Laverents,F
21859,Maeve Quinlan,F
1580043,Karel Urban,F
85574,Purab Kohli,F
559815,Kirari,F
1288730,Moe Dunford,M
1330450,Kim Joong-ki,M
1093437,Norihiko Hashida,F
1757759,Michael Montgomery,F
20057,Michelle Fairley,F
65907,Linda Kaye,F
83959,Bill Mondy,F
30551,Jeffrey Hunter,M
117133,Leader Hawkins,F
205534,Peter Malof,F
44560,Hubert Saint-Macary,M
59544,Melanie Lewis,F
84279,Lasse Haldenberg,F
1755412,Lee Fraser,F
536707,Ruy Furtado,F
220710,Houko Kuwashima,F
1361562,Damian Dyke,F
1205492,Akos Armont,F
931519,Krystal Davis,F
95296,Billy Halop,M
1197005,Ron Simmons,F
1342580,Lucija Radulović,F
143623,Aleksandr Golovin,F
205247,Anthony Vitale,F
83465,Gale Gordon,M
1026791,Cody Midthunder,F
1808414,Teresa Negrão,F
1475183,Bob Lefsetz,F
3015,Dolph Sweet,M
98489,Stelio Candelli,F
134893,Lennie Huhtala,F
222964,Michie Azuma,F
1150283,Ewan Ross,F
237256,Jason Pai Piao,M
1634339,Morgan Cohen,F
1049548,Antonio Quercia,F
1418563,Saachi Parekh,F
240734,Jeanne Disson,F
1324065,Magda Brugengheim,F
1523211,Carol Herman,F
1291220,Cristina Serafini,F
1764439,Tom Hughes,M
244990,Etta McDaniel,F
117803,Raymond Cordy,M
180394,Jose Zelaya,F
25544,James Pickens Jr.,M
124182,Jörg Malchow,M
13592,Irwin Keyes,M
2699,Carla Belver,F
1800208,Rome Owens,F
6121,Jens Albinus,M
1286269,Ron Madoff,F
98241,Angelique Pettyjohn,F
1529722,Umekichi Kiyomoto,F
1002919,Trish Summerville,F
21687,Park Hae-il,M
133800,Helene Udy,F
53549,Colin Jeavons,M
1331403,Seune Samb,F
1471194,Kevin Leslie,F
115350,George Lois,F
68862,Aubrey Ankrum,F
97851,Andree Honore,F
1253602,Chloe Maxwell,F
577644,Wynne Evans,F
11077,John de Lancie,F
92266,Chad Beamish,F
28257,Luca De Filippo,F
148012,Jorma Tommila,M
587658,Tomochika,F
1507505,Alina Babak,F
22016,Vladimir Kolev,F
213484,Shin Saburi,F
458160,Richard Davis,F
1370854,Michael Hadley,F
18242,Rita Maiden,F
142882,Ingibjörg Reynisdóttir,F
163254,Frank Cavestani,F
1042415,Wayne Toth,F
95950,Marie Brassard,F
58491,Matthew Flint,M
128480,Youichi Nukumizu,M
143630,Roman Kachanov,F
1745140,Brandon Scott Beaty Sr.,M
111685,Kim Shaw,F
67371,Dickie Jones,M
1172393,Diane Nelson,F
1830800,Kim In-woo,M
33945,Lloyd Hamilton,F
1633453,Benjamin Snyder,F
118258,Dorothy Granger,F
555265,Mitsuaki Ogawa,F
1693390,Joaquín Climet,F
256268,Carlos López,F
100470,Eric Caidin,F
586178,Frances Davis,F
17018,Ruth Negga,F
1469243,Daniel K. Isaac,F
99485,Bill Coyne,F
89691,Frank Puglia,M
1176150,João Gilberto,M
124577,Kerry Beyer,F
1729409,Madison McGuire,F
1855512,Steven McEwan,F
1402890,Tim Hiser,F
224724,Will Seatle Bowes,M
201629,Otto Tausig,F
1578889,Jenny Jaffe,F
1820712,Zornitsa Stoicheva,F
1216942,Rosanna Huffman,F
1235705,Danny Kamin,M
61840,Cathy Tyson,F
936734,Marga van Rooy,F
93179,Micheal J. Smith Sr.,F
1795182,Anna Kim,F
1199910,Jorge Silva Melo,F
70813,Christian Gaubert,F
1573622,Mike Schmidt,F
1582530,Alden Adair,F
1542506,Shaun Lee Case,F
1277922,Ridley Tsui,F
1622091,Gregory Black,F
963693,Max Hoffman,M
1580200,Fawn Irish,F
44111,Hélène Perdrière,F
1134731,John Ching Tung,F
11595,Antonin Artaud,F
91786,Leigh Kelly,F
147451,Jahmar Walker,F
1193573,Carole Ann Ford,F
1274175,Adam Boys,F
67090,Madamu Rejînu,F
1798237,Aivar Palu,F
78036,Michael Copon,M
1243478,John Dunbar,F
1035775,Stan Ellsworth,M
1169279,Doris Weldon,F
1829162,Soultan Saladin,F
1101349,Steve Aoki,F
1804150,Karen Koester,F
563908,Niels Weyde,F
1190191,Efim Kopelyan,F
104943,Robert Harris,M
1651663,Ette Elliot,F
1434799,Madisen Hill,F
143356,Albert Dieudonné,M
1418968,Kaspar Velberg,F
1577164,Concepción Palmeres,F
1860160,Salvo Licata,F
1366380,Wes Berger,F
191468,Suzanne Barnes,F
153862,David Lascher,M
1287152,William C. Vaughan,F
1730742,Chloe Dixon,F
70772,Kathryn Mullen,F
1095625,Jerzy Walczak,M
1174627,Cheung Pooi-Saan,F
1097941,Conor Leslie,F
157081,Susan Angelo,F
223309,Shozo Iizuka,M
1222854,Gabby Logan,F
227721,Michael Eisenstein,F
269695,Manuel Tallafé,M
99183,Alan van Sprang,M
34372,Masato Ide,F
222543,Serdar Orçin,F
161812,Edward Bell,M
113900,Petar Buntic,F
1814147,Eduardo Peaguda,F
1207620,Kosol Saisanit,F
108729,Molly McCarthy,F
63107,Corri English,F
85678,Mohsin Akhtar,F
559660,Frank Gerrish,M
557086,Art Mix,F
16943,Joost Siedhoff,F
90033,Aly Michalka,F
1394375,Joshua McGuire,M
1569769,Chris Silcox,F
83231,David Walton,M
82345,Genie Francis,F
1580385,Henry Coden,F
14869,Margaret Sullavan,F
1428027,Colin David Reese,F
1303064,Fernanda Castillo,F
1456720,Amy Lynn Tuttle,F
79583,Cindy Ambuehl,F
1901400,Kimberly Theidon,F
207601,Manou Lubowski,M
96442,Michael Carmine,M
1794927,Jorge Rocha Fuentez,F
138381,Gregory Burke,F
1153524,Daiva Ksivickiene,F
552315,Akiko Koyama,F
75846,Lennox Lewis,M
1505337,Brian Foley,F
1372302,Lyne Clevers,F
1091,Joel Silver,M
162607,Lauren Katz,F
1833029,Antonie Becker,F
1731646,George Boyce,F
158205,Franc Luz,M
639107,Camilo Alanis,F
116494,Eddy Waller,F
552344,Rie Ino'o,F
1699953,Mario Patumi,F
141643,Olga Korytkovskaya,F
222343,Tomoya Kawai,F
1577330,Arlin Alcala,F
62816,Josh Zuckerman,M
71781,Ben Wright,M
1145581,Georgie Smith,F
48464,Joel Palmer,F
58624,Gloria Miralles Ruiz,F
1215657,A. Russell Andrews,M
114279,Amy White,F
154295,Michael Milhoan,M
1835690,Marshall Axt,F
137325,Vera Filatova,F
100045,Blanche Sweet,F
237966,Jayam Ravi,M
24436,André Lacombe,M
113640,Lee Patterson,M
112651,Vanessa Morley,F
1271128,Diana Sadley Way,F
93165,Ewan Roberts,F
581710,Francesco Anniballi,F
70883,Tusse Silberg,F
1508217,Tamara Guzman,F
1328185,Linds Edwards,F
126807,Wong Cho-lam,F
69300,Gene Saks,M
229666,Siria Betti,F
1820443,Lisa Auguste,F
1159956,Clarence Burton,F
152863,Belita Moreno,F
28532,Maxim Mehmet,F
1179879,Anne Charrier,F
46704,Albert Florath,F
1240748,Harry Standjofski,M
153456,Mari Lynn,F
1179090,Mitchell Group,F
1779452,Michele Shay,F
1232502,Lizbeth MacKay,F
48312,Noah Segan,M
85027,Aftab Shivdasani,M
1533610,Kamyar Jahan,F
1818133,Amélie Eve,F
1696221,Jonathan Stanley,M
99049,John Johnson,M
59045,Catherine Vinatier,F
1225492,Richard Jutras,F
142115,Kiana Madeira,F
932888,Dionysis Papagiannopoulos,M
157211,Rupert Crosse,M
130491,William Boyd,M
1363059,Luke Harris,F
1181328,Stephen Louis Grush,F
21142,Gregory Itzin,M
1265429,Elizabeth McInerney,F
79984,Felipe Bonilla,F
1599676,David Jones,M
217300,Kathleen McDermott,F
8553,Seth Adkins,M
1482162,Mateusz Kościukiewicz,M
27124,Gerard Plunkett,M
147525,Dave Morris,F
1709423,K.C. Winkler,F
2517,Donna Murphy,F
150537,Helen Jones,F
60899,Chace Crawford,M
1801656,Josh Randolph,F
677695,Silvia Baylé,F
109776,Norman Willis,F
145733,Erdal Tosun,F
1166080,Sammy Boonstra,F
545789,Lyn Hsiao Zamir,F
120412,Jennifer Edwards,F
1027089,Guillermo Calles,F
30219,Delmar Watson,M
119256,June Knight,F
72202,Shidou Nakamura,M
49624,Jensen Ackles,M
953732,Charlet Oberly,F
1721985,Emily Tierney,F
6950,Kevin Carroll,M
1091465,Raphaël Charlier,F
1495758,Herb Harton,F
39953,Jean Martin,F
1845171,James Porterfield,F
32681,Sergio Smacchi,M
1488080,Edward Franklin,F
1021832,Yvonneck,F
1468785,Ruth Byers,F
210773,Rutina Wesley,F
236639,Françoise Lebrun,F
945918,Max Barwyn,M
1363910,Jason Cairns,F
555256,Yorie Yamashita,F
59350,Chaim Girafi,F
20416,C.M. Pennington-Richards,M
93972,Rosalind Marquis,F
1211746,Ia Langhammer,F
563754,Bodil Udsen,F
39064,Billy Frick,F
20627,Charlotte Crossley,F
1408713,Taylor Blackwell,F
145579,Ben Abelsma,M
121059,Paul Scardon,F
85531,Clive Dunn,F
1384427,Iago McGuire,F
78602,Jean Effron,F
1212302,Annick Obonsawin,F
19272,Joe Russo,M
18156,Don Ameche,M
127852,Arkadiusz Jakubik,F
1650140,Dominic Liriano,F
1636774,De'Andre Bush,F
1476855,Peter Gislund,F
81011,Gabriel Goity,M
1059891,Kôji Uno,F
592917,Marek Bukowski,F
227631,Chiezo Kataoka,M
94314,Milly Vitale,F
217750,John L. Cason,M
1169639,Amy Yates,F
1322314,Edward Holcroft,M
80283,Alan McRae,M
1418811,Stephen Hill,F
218899,John Dunn-Hill,M
1226220,Matt Willis,F
1043384,Linzee Collins,F
1314773,Hannes Ringlstetter,M
581727,Carmen de la Maza,F
171758,Bruce Ornstein,F
42134,Wendy Hughes,F
137267,Phillip Sands,M
1106260,Alan D. Purwin,M
92747,Jennifer Batter,F
2211,Gerald R. Molen,M
552404,Marc Paquet,F
1747119,Evan Martin,F
1180085,Barbara Hancock,F
104018,Lilyan Tashman,F
100867,Marika Dominczyk,F
278504,Évelyne Dandry,F
86252,Howard Rosemeyer,F
122503,Liu Yifei,F
75343,Florence Henderson,F
116257,Dorothy Lee,F
213325,Arnošt Navrátil,F
1467217,Meg Thalken,F
101078,Justin Ipock,M
8547,Jonny Phillips,M
24751,Françoise Christophe,F
116277,Nathalie Kelley,F
231201,Jake Maskall,M
1615805,Emily Roya O'Brien,F
27394,Anita Zagaria,F
30629,Richard Baskin,F
1198552,Krystian Poniatowski,F
933862,Neal Burns,F
5041,Ivan Triesault,M
1136409,Maria Malicka,F
5457,Roy Atwell,M
1884033,Steve Halsey,M
7624,Stan Lee,M
1070350,Darren E. Scott,F
173228,Josh Taylor,M
19007,Becky Fischer,F
102880,Cherie Chung,F
25600,Patrick Crowley,M
1120647,Sakyo Mikami,F
101886,Ralf Harolde,F
1504587,Elsa Villafane,F
1579761,Alicia Hunt,F
97644,Ingrid Garbo,F
1311950,Lev Kruglyy,F
113608,Lucy Gordon,F
230772,Chrysta Olson,F
6218,Shaheen Khan,F
1709870,John Batziolas,F
131519,Rihanna,F
26912,Ernst Fritz Fürbringer,M
97599,Nathalie Boltt,F
1754358,Alisha Phillips,F
1431536,Levi Burdick,F
932050,Víctor Clavijo,F
170543,Louis Nye,M
1871211,Stamatios Krimigis,F
1277457,Jim Povolo,F
1183700,Richard Pipes,F
544664,Nilton Martins,F
1062160,Mark Pillow,M
1586411,Harron Atkins,M
555197,Ei Kawakami,F
142323,Charles Fricks,F
1089650,Massimo Deda,F
68276,Jolene Blalock,F
54281,Olivier Cruveiller,M
65426,Mayumi Iizuka,F
1188323,Vidal Sancho,M
1779986,Alfred Briere,F
402,Pina Bausch,F
100753,Tina Barnes,F
227231,Sean O'Reily,F
1680340,连姆·尼森,F
87431,Tiffany Dupont,F
231857,Jon Eyez,F
16063,David Frankham,M
1623398,Cui Zhi-Gang,F
110085,Pran,M
105940,Michael Hui,M
966327,Wang Bo-Chieh,F
41506,Lauren Cohn,F
1056779,Carlos González,M
99569,José Antonio Calvo,F
1139380,Federica Fracassi,F
94882,Damian O'Flynn,F
82896,Makiyo Kuroiwa,F
127286,Steve Wozniak,M
1475162,Brad Norman,F
2407,Rufus,M
675,Christian Ulmen,F
493766,Brad Mittelman,F
1004644,Andreas Von Halberstadt,F
172529,Remy Auberjonois,M
1291694,Nemo Schiffman,F
220232,Luke Pasqualino,M
16224,Fritzi Jane Courtney,F
562700,Anthony Nicosia,F
77037,Josh Emerson,M
1328872,Roman Ryazantsev,F
97250,Mavis Villiers,F
1809627,Ryan Storey,F
935970,Alice Kessler,F
103266,Rick Federman,F
1519259,Jaa Smith-Johnson,M
82069,David Hood,F
1211434,Gene Gary,F
56937,André Heller,F
1223171,Willa Holland,F
39757,Fabian,M
11806,Julia Sweeney,F
210355,Brea Grant,F
557259,Niki Lauda,F
102710,Michael Wiseman,M
116570,Alan Abelew,M
1426756,Cristian Merchan,F
1429,Charlie Watts,M
1648758,Marcus Ho,F
95604,Daniel London,M
228149,Enzo Andronico,F
1298419,Cleo Desmond,F
210,Amir Ali Said,M
123400,Stan Saanila,F
1495092,Brian Borcherdt,F
90067,Roy D'Arcy,M
37462,Sylvie,F
1712140,Annette Deweger,F
54453,Wilson Cruz,M
1676560,Claude Rossignol,M
214972,Alex Burrall,F
8520,O.Z. Whitehead,M
120276,Paolo Hendel,M
69080,Kim Yeong-cheol,M
18047,John Friedmann,M
147733,Pamela Tola,F
1313583,Levi Miller,M
82265,Barbara Orbison,F
25026,Cristina Marcos,F
1089920,Tim Connolly,F
1881919,Mariya Andrianova,F
210454,Alex Essoe,F
1636688,Jerzy Ciszewski,F
103883,Rajesh Khanna,M
1346087,Kristina Hayes,F
1497865,Geoffrey Wade,F
1140563,R. Cameron Gordon,F
1519092,Athol Compton,F
589800,Margarita Delgado,F
168176,Yareli Arizmendi,F
1517229,Mathieu Schaller,F
1238156,Colin Mayes,M
1189196,Stephen Sheffer,F
1095754,Knud Hallest,M
1106988,Libby Woodbridge,F
1460377,Divya Das,F
1613748,Christopher Ashe,M
10670,Maryam d'Abo,F
1054252,Moon Carroll,F
45390,Michael Ornstein,M
1407718,Jean Lozach,F
133512,Tetsuya Watari,M
1299516,Song Sae-byeok,F
928594,Kevin Covais,M
1027218,Douglas MacArthur,M
1886477,Mickey Eichen,F
1187578,Zaa Nkweta,F
12268,Jean Brochard,M
23285,Jeffrey J. Dashnaw,M
158655,Dan Mason,F
1293430,Aldo Pellegrini,F
133356,Nathan Zellner,M
1049305,B.S. Pully,F
1732591,Orsányi Ivan,F
171576,Tracy Dillon,F
1400597,M.C. Schmidt,F
223966,Franca Valeri,F
82757,Patti Astor,F
3356,George Barnes,M
89609,Al St. John,M
1459155,"William ""Will"" Daubert",F
1330044,Diarmaid Murtagh,M
1075447,Keiichirô Katsumoto,M
1852189,McColm Sephas Jr.,F
1172399,Richard Green,F
208659,Madison McKinley,F
1553871,Edyr de Castro,F
1343,Zheng Tia Yong,F
114809,Leah Ayres,F
1234955,Charlie Rich,F
589757,Allison Varnes,F
78937,Joe Mantell,M
1180136,Paco Manzanedo,M
1046233,Elizabeth Blackmore,F
928532,Josh Pence,F
1523913,Mai Ling,F
1783969,Michael Sebban,F
2452,Vanessa Branch,F
1863916,Marcos Melo,F
1270775,Louis Pré Fils,F
227071,Pedro Casablanc,F
223769,Konstantin Frolov,F
24290,Mariano Rigillo,M
6442,Vivian Nathan,F
1097818,Jody Bhe,F
1816817,Yorgos Roussakis,F
1005114,Emma Bates,F
1347295,Jessica Jain,F
184361,Brigitta Stenberg,F
171567,Paul Klementowicz,M
1839928,Lais Moss,F
931366,George Pistereanu,F
23076,Robert Hardy,M
1262214,Jacques Delbosc d'Auzon,F
1040937,Eduardo Alcaraz,F
1383526,Richard Melton,F
88262,Lucjan Czerny,F
1382071,Elizabeth Peterson,F
4778,Melinda Dillon,F
1311371,Angelo Celeste,F
951580,Gilles Jacob,F
1709898,Louis-Marie Nyee,M
1418260,Mike Padega,F
144037,Myra Keaton,F
1222865,Sharad Kelkar,F
53260,Adriane Lenox,F
552343,Torahiko Hamada,F
73864,Antonio Albanese,M
131735,Myles Cranford,M
1458990,Robert Larriviere,M
72413,Tsutomu Tatsumi,F
1547994,John Sparkman,F
223050,Nick Principe,F
1054403,Trudy Young,F
19576,Richard Thomas,M
1412793,Pat Anderson,F
64351,Eloy Casados,M
1062244,Jordi Torras,F
15600,Pere Arquillué,F
1040332,Sandro Dori,M
1175677,Yvette Gonzalez-Nacer,F
649815,Juan David Restrepo,M
1738383,Jason W. Lee,F
229243,Álvaro Monje,F
1375765,Mike Giannelli,F
558875,Claudia Höll,F
1037299,Teairra Mari,F
1212571,Jerry Ciccoritti,F
1124467,Mitsutoshi Gotô,F
62455,Turan Bagci,F
19821,Olalla Escribano,F
1882782,Jan Krebs,F
1219200,Steve Tyrell,F
178952,Anthony Rogers,M
1496130,Mary Ann Janice Espinosa,F
118630,Dorothy Short,F
95141,Barry Cutler,M
115994,Richard Bartlett,M
1395443,Antoine McLean,F
1420544,Frank Fanning,F
1196074,Maya Hansson-Bergqvist,F
82288,Jackie Berroyer,M
1668965,Zandus Clark,F
1075104,Matt Hookings,F
30737,Bolek Polívka,M
51,Richard Elfyn,M
6727,Kimmy Robertson,F
131052,E. Leslie Thomas,F
224792,Mike Schutte,F
1831066,Jason Stachowsky,F
762,Ali Suliman,M
217536,Doug E. Fresh,F
125105,Derek Tsang,F
1391297,Davor Persic,F
1455904,Kerri Higuchi,F
929411,Susan Brodrick,F
945235,Kaitlin Riley,F
83708,Nora Kirkpatrick,F
1123312,Carlotta Natoli,F
1542487,Dolando Bernardini,F
1771562,Timothy Timms,F
35106,Fabrizio Gifuni,F
1759636,Brittany O'Connor,F
1893196,Jake Schultz,F
46866,Ewa Fröling,F
1041513,Eddie Baker,M
1748374,Marc Bessant,F
1441949,Bent Larsen,F
118802,Douglass Montgomery,M
4540,Birge Schade,F
12819,Bernard Archard,M
233121,Ronald Maccone,M
1464141,Terrence Montgomery,F
1224166,Kunal Sharma,F
11059,Lyle Lovett,M
137323,Winter Ave Zoli,F
1520918,Carmela Locantore,F
1285401,Aseem Chhabra,F
1502732,Angelica Hayden,F
47703,Bryan Dick,M
93379,Skyler Shaye,F
995678,Liz Walsh,F
1193308,Haden Kuo,F
1512177,Mallory James Mahoney,F
237532,John Trudell,F
14532,Jorge Martínez de Hoyos,F
111935,Rylee Stiles,F
63494,Kirby Heyborne,M
1574830,Marlys Miller-Fladeland,F
65020,Victoria Rowell,F
1844331,Anthony Grgas,F
935426,Natalya Ipatova,F
1417927,Thomas Martin,M
1448984,Stephen Kearin,F
103283,Mike Antonakos,F
1077596,Crystal Dawn,F
8362,Brian Jagersky,M
98062,Lars Bom,F
142177,Zezé Polessa,F
14486,Arthur Edmund Carewe,F
1079577,Betty Ross Clarke,F
25089,Tomer Sisley,M
545011,Kalairani,F
1284628,Darren Prolsen,F
124402,Masaki Okada,M
1611052,Oleg Tkachev,M
1857996,Victoria Lucas,F
994263,Ann Sidney,F
158107,Kevin Sullivan,F
141594,António-Pedro Vasconcelos,F
30571,Jerome Hellman,M
1689357,Michael Masini,F
1499465,Emily Pena,F
20334,Tsunehiko Kamijô,M
61927,Christopher Milburn,M
1602375,Jerry Winsett,F
1894446,Jake Nordwind,F
1568723,Rebecca Franchione,F
119343,Rosalyn Boulter,F
2887,Tom Waits,F
83532,Christopher Elliott,M
1432449,Rinko Moriwaka,F
77039,Michael St. John Smith,M
87119,Earl Billings,M
70773,David Lazer,M
113006,James C. Burns,M
1599277,Derek Horsham,F
1285064,Pat Hartigan,F
76743,Miles Bakshi,F
94167,Joan Lorring,F
1207207,João Costa Menezes,F
1358511,Bob Sáenz,F
1077326,Adrienne DeFaria,F
1745921,Amanda Blattner,F
1333583,Liam Carney,F
1016036,Mary Doran,F
1357354,Peter J. Gray,M
39431,Andrea Esterhazy,F
1544909,Matt Glynn,F
169506,Ryan Booth,F
225545,Jo Woodcock,F
1701332,Trish Schill,F
23873,Lisa Owen,M
211010,Hugo Metsers,M
1801654,Dianne Tabban,F
592718,Frédéric Paquet,F
1010288,Gene Bicknell,M
1288636,Andrea Černá,F
217315,Joseph Golland,F
1055230,Raffey Cassidy,F
89828,Ty Glaser,F
1435832,Peter Haydu,F
1785980,Katie Sawhill,F
1322270,Ellen Blake,F
1169216,Ole Juul,F
1330817,Kim Neil,F
1478610,Sachiko Ozaki,F
1538880,Zbigniew Suszyński,F
1021686,Helene Millard,F
1109795,Magic Johnson,F
30845,Narda Onyx,F
1575136,Verónica Intile,F
556916,Jacqueline Bassett,F
57514,Erica Leerhsen,F
79404,Chandra Muszka,F
56621,Xuki Robeli,F
558009,Boris Kamorzin,M
103051,Ted North,M
132493,Virginia Gilmore,F
7063,Nina Sosanya,F
82645,Jeff Seymour,M
40056,Inger Stevens,F
10599,Anna Quayle,F
1748783,Nathan Stein,F
1781865,Gerry Del Sol,F
1663825,Victoria Gabrysch,F
1575477,Marcela Pizarro,F
116137,Abel Franco,M
1808922,Ned Netterville,F
23565,Gérard Desarthe,F
2278,Aubrey Morris,F
1805550,Vincent Chan,F
201811,R.D. Reid,M
1694293,Lucila Gandolfo,F
1165773,Reda Samoudi,F
1167041,Tang Ti,F
106276,Trini Alonso,F
40943,Bernard Cribbins,M
86313,Jack Mulcahy,F
213560,Amira Chemakhi,F
51252,Alexander Trojan,F
20797,Gérard Ismaël,F
1904826,Marek Szukiełojc,F
117401,Cody Braun,F
2601,Neil McCarthy,M
1503335,Seregon O'Dassey,F
69503,Rebecca Tilney,F
1734932,Selah Kimbro Jones,F
80087,Jenny Coutts,F
1002848,Frederic Franklyn,M
1061544,Beatriz Santiago,F
572628,Victor Carles,F
91433,Bobby Seale,F
105067,Diane Lee Hart,F
1197570,Willis Robards,F
1298706,Raiden Integra,F
32163,Kwan-Young Lee,F
128012,Stephanie Niznik,F
54474,Peter Czernin,M
16503,James Francis Kelly III,M
5798,Hubert von Meyerinck,F
1006816,Rita Carlyle,F
1785,Fumihiro Hayashi,M
1707821,Matthias Schuster,M
1009266,Jarrod Bailey,M
1372073,Joey Scoma,F
1055118,Rolf Engström,F
1590758,Emily Carey,F
26555,Rainer Basedow,M
1672078,Sebastian Dean,F
1182171,Victoire Bélézy,F
200109,Tom Choi,F
1611082,Berglind Steinarsdóttir,F
30576,Shane Briant,M
52472,Mike Towers,F
148002,Charles Avery,F
1076722,Mailes Kanapi,F
1296299,Richard Neill,F
1009366,Cory Corbett,F
1551856,Billy Zoom,M
69575,Chuck Campbell,M
93171,Peter Hobbes,F
15186,Bill Hickman,M
192220,Micah Grant,F
1067581,Taylor Roberts,F
132347,Casey Dubois,M
1426914,Eunyul Hong,F
555357,Zhizhung Lik,F
1221129,Martin Trenaman,F
2150,Kevin Greutert,M
1347281,Scott Shilstone,F
19976,Robert Joy,M
1000687,Johnny Young,M
98620,Gary J. Levinson,F
458843,Cee Lo Green,M
1803594,Goro Abashiri,F
185297,Denis Sylvain,F
9260,Michelle Nicastro,F
1677453,Lola Milliorn,F
1609644,Eamonn Doyle,F
137489,Juhan Ulfsak,F
